BB1043,0,0,0,0,0,0,0,0
BB1044,0,0,0,0,0,0,0,0
BB1045,0,0,0,0,0,0,0,0
BB1046,0,0,0,0,0,0,0,0
BB1051,0,0,0,0,0,0,0,0
BB1052,0,0,0,0,0,0,0,0
BB1053,0,0,0,0,0,0,0,0
BB1054,0,0,0,0,0,0,0,0
BB1055,0,0,0,0,0,0,0,0
BB1056,0,0,0,0,0,0,0,0
BB1061,0,0,0,0,0,0,0,0
BB1062,0,0,0,0,0,0,0,0
BB1063,0,0,0,0,0,0,0,0
BB1064,0,0,0,0,0,0,0,0
BB1065,0,0,0,0,0,0,0,0
BB1066,0,0,0,0,0,0,0,0
BB2001,9,9,1,0,0,9,9,0
BB2002,9,1,9,0,0,0,9,9
BB2003,9,9,9,0,0,9,9,9
BB2004,9,9,9,0,0,7,9,5
BB2005,9,9,9,0,0,9,9,9
BB2006,9,9,9,0,0,9,9,9
BB2007,9,9,9,0,0,9,9,9
BB2008,9,9,9,0,0,9,9,9
BB2009,9,0,9,0,0,9,0,9
BB2010,9,9,9,0,0,9,9,9
BB3003,9,9,9,0,0,9,3,9
BB3004,9,9,7,0,0,2,5,9
BB3005,9,3,3,0,0,5,1,4
BB3006,9,9,9,0,0,2,9,9
BB3007,7,0,7,0,0,0,0,0
BB3008,9,9,0,0,0,0,3,9
BB3013,9,9,9,0,0,9,9,9
BB3014,9,9,9,0,0,9,9,9
BB3015,9,9,9,0,0,9,9,9
BB3016,9,0,9,0,0,9,9,9
BB3017,9,0,9,0,0,9,7,6
BB3018,9,2,9,0,0,0,0,0
BB3023,9,0,4,0,0,0,8,9
BB3024,9,9,8,0,0,8,9,9
BB3025,9,0,0,0,0,9,0,5
BB3026,3,0,0,0,0,3,0,0
BB3027,3,0,0,0,0,0,0,3
BB3028,0,0,0,0,0,0,0,0
BB3033,9,9,9,0,0,9,0,9
BB3034,9,9,9,0,0,9,4,9
BB3035,9,5,0,0,0,9,0,9
BB3036,9,8,9,0,0,0,0,0
BB3037,0,0,0,0,0,0,0,0
BB3038,0,0,0,0,0,0,0,0
BB3043,9,9,9,0,0,7,9,9
BB3044,9,9,9,0,0,9,9,9
BB3045,9,9,9,0,0,9,9,9
BB3046,9,4,0,0,0,5,0,6
BB3047,9,7,2,0,0,0,4,8
BB3048,4,3,1,0,0,0,0,0
BB3050,5,0,5,0,0,0,0,0
BB3051,9,1,0,0,0,0,6,5
BB3052,9,9,6,0,0,5,9,8
BB3053,9,5,9,0,0,1,0,0
BB3054,1,1,0,0,0,0,0,0
BB3055,9,0,9,0,0,0,0,0
BB3056,5,0,5,0,0,0,0,0
BB3063,9,3,9,0,0,9,2,9
BB3064,9,4,7,0,0,9,6,4
BB3065,7,0,0,0,0,7,0,0
BB3066,7,0,7,0,0,0,0,0
BB3067,9,5,0,0,0,0,4,9
BB3073,9,9,9,0,0,9,9,9
BB3074,9,9,9,0,0,9,9,9
BB3075,9,9,9,0,0,9,9,9
BB3076,9,4,0,0,0,9,0,9
BB3077,9,0,6,0,0,9,3,8
BB3083,9,9,9,0,0,9,9,9
BB3084,9,9,9,0,0,9,9,9
BB3085,9,9,9,0,0,9,9,9
BB3086,9,9,9,0,0,8,9,9
BB3087,9,9,9,0,0,0,6,9
BB3090,9,0,4,0,0,0,7,0
BB3091,9,2,1,0,0,0,7,2
BB3092,9,4,9,0,0,9,2,0
BB3093,9,9,9,0,0,6,0,0
BB3094,9,9,1,0,0,0,1,4
BB3095,9,2,3,0,0,0,4,5
BB3096,9,1,2,0,0,0,4,2
BB3097,1,0,0,0,0,0,0,1
BB3103,9,9,9,0,0,9,0,6
BB3104,9,9,9,0,0,7,0,5
BB3105,9,6,0,0,0,8,5,0
BB3106,9,0,0,0,0,0,9,9
BB3107,4,0,2,0,0,0,1,1
BB3110,9,0,4,0,0,0,8,0
BB3111,9,0,8,0,0,0,0,4
BB3112,9,8,0,0,0,0,0,9
BB3113,9,9,9,0,0,0,9,6
BB3114,9,9,9,0,0,0,0,6
BB3115,9,1,0,0,0,0,5,6
BB3116,9,1,2,0,0,0,3,3
BB3123,9,9,9,0,0,4,9,8
BB3124,9,9,9,0,0,1,9,9
BB3125,9,9,5,0,0,6,9,9
BB3126,9,9,9,0,0,0,8,4
BB3133,9,9,9,0,0,9,9,7
BB3134,9,9,3,0,0,7,9,9
BB3135,9,9,5,0,0,9,0,8
BB3136,9,9,5,0,0,0,4,0
BB3137,9,6,9,0,0,0,7,6
BB3143,9,9,9,0,0,9,9,9
BB3144,9,9,9,0,0,5,9,9
BB3145,9,9,2,0,0,9,5,9
BB3146,9,9,0,0,0,4,8,0
BB3147,9,8,7,0,0,0,2,9
BB3153,9,9,9,0,0,9,8,9
BB3154,9,9,0,0,0,8,0,0
BB3155,9,9,2,0,0,7,0,0
BB3156,6,1,0,0,0,5,0,0
BB3157,8,0,6,0,0,0,0,2
BB3161,9,0,2,0,0,0,7,0
BB3162,9,9,3,0,0,0,2,6
BB3163,9,9,4,0,0,2,3,9
BB3164,9,9,6,0,0,9,9,8
BB3165,9,2,6,0,0,0,2,9
BB3166,9,1,1,0,0,0,9,0
BB3171,7,0,7,0,0,0,0,0
BB3172,9,9,8,0,0,9,4,0
BB3173,9,9,1,0,0,0,9,2
BB3174,9,8,8,0,0,6,0,0
BB3175,9,6,0,0,0,7,3,7
BB3176,9,2,0,0,0,0,5,6
BB3180,8,0,0,0,0,0,8,0
BB3181,9,0,5,0,0,0,5,0
BB3182,9,6,5,0,0,9,0,0
BB3183,9,9,5,0,0,3,5,5
BB3184,9,9,3,0,0,8,0,0
BB3185,9,2,0,0,0,8,0,5
BB3186,2,0,0,0,0,0,0,2
BB3193,9,9,9,0,0,9,9,9
BB3194,9,9,9,0,0,9,9,9
BB3195,9,9,4,0,0,9,9,9
BB3196,9,4,6,0,0,0,0,0
BB3197,9,4,9,0,0,0,0,4
BB3200,6,0,0,0,0,0,1,5
BB3201,6,0,0,0,0,0,4,2
BB3202,9,8,0,0,0,0,4,6
BB3203,9,9,5,0,0,0,9,4
BB3204,9,8,7,0,0,0,0,9
BB3205,9,9,1,0,0,0,0,8
BB3206,6,4,2,0,0,0,0,0
BB3213,9,9,9,0,0,9,1,9
BB3214,9,9,3,0,0,0,0,9
BB3215,2,2,0,0,0,0,0,0
BB3216,9,1,9,0,0,9,5,0
BB3217,9,0,9,0,0,0,3,9
BB3221,9,2,8,0,0,0,7,0
BB3222,9,7,9,0,0,0,1,8
BB3223,9,9,0,0,0,0,0,5
BB3224,9,9,0,0,0,1,1,0
BB3225,9,2,0,0,0,0,0,7
BB3226,9,0,2,0,0,0,0,7
BB3233,9,9,9,0,0,8,9,9
BB3234,9,9,9,0,0,9,9,8
BB3235,9,9,3,0,0,9,0,4
BB3236,9,9,4,0,0,0,0,3
BB3237,9,0,7,0,0,0,8,7
BB3243,0,0,0,0,0,0,0,0
BB3244,0,0,0,0,0,0,0,0
BB3245,0,0,0,0,0,0,0,0
BB3246,0,0,0,0,0,0,0,0
BB3247,0,0,0,0,0,0,0,0
BB3251,9,8,9,0,0,0,0,0
BB3252,9,9,3,0,0,4,3,8
BB3253,9,9,7,0,0,4,6,9
BB3254,9,9,9,0,0,6,6,5
BB3255,9,9,3,0,0,4,5,6
BB3256,9,2,4,0,0,3,4,0
BB3261,9,0,9,0,0,0,0,0
BB3262,9,9,9,0,0,0,9,9
BB3263,9,9,9,0,0,9,9,9
BB3264,9,9,9,0,0,9,8,9
BB3265,9,9,9,0,0,9,5,9
BB3266,9,2,7,0,0,0,9,8
BB3267,9,0,8,0,0,0,6,9
BB3273,9,7,9,0,0,9,4,9
BB3274,9,9,9,0,0,8,8,1
BB3275,9,9,9,0,0,2,7,5
BB3276,9,6,5,0,0,0,0,0
BB3277,9,0,9,0,0,0,5,4
BB3283,9,9,9,0,0,0,3,3
BB3284,9,9,5,0,0,8,0,0
BB3285,9,9,0,0,0,0,0,0
BB3286,9,9,9,0,0,4,7,4
BB3287,9,3,9,0,0,8,6,8
BB3293,9,9,0,0,0,1,9,0
BB3294,9,9,0,0,0,1,3,0
BB3295,9,9,4,0,0,9,9,9
BB3296,9,7,4,0,0,6,0,0
BB3297,9,5,9,0,0,0,1,0
BB3302,9,9,5,0,0,9,0,9
BB3303,9,9,8,0,0,9,5,9
BB3304,9,9,3,0,0,9,0,9
BB3305,9,0,9,0,0,9,9,9
BB3306,9,0,9,0,0,9,0,9
BB3307,9,8,9,0,0,6,0,9
BB3312,9,0,9,0,0,9,5,3
BB3313,9,9,9,0,0,9,9,9
BB3314,9,9,9,0,0,9,9,9
BB3315,9,9,9,0,0,9,9,9
BB3316,9,9,9,0,0,9,9,9
BB3317,9,9,9,0,0,9,2,6
BB3323,9,9,9,0,0,9,9,9
BB3324,9,9,9,0,0,9,9,9
BB3325,9,9,5,0,0,6,5,9
BB3326,9,8,6,0,0,0,9,3
BB3327,9,1,4,0,0,0,0,9
BB3333,9,9,9,0,0,9,9,9
BB3334,9,9,9,0,0,9,9,9
BB3335,9,9,9,0,0,4,9,9
BB3336,9,2,4,0,0,1,3,0
BB3337,9,9,7,0,0,0,4,0
BB3341,5,0,5,0,0,0,0,0
BB3342,9,4,5,0,0,0,7,3
BB3343,9,9,9,0,0,1,2,3
BB3344,9,9,7,0,0,0,7,2
BB3345,9,4,8,0,0,0,4,6
BB3346,9,1,9,0,0,0,0,0
BB3348,9,4,9,0,0,0,9,9
BB3349,9,9,9,0,0,9,9,7
BB3350,9,9,9,0,0,8,9,9
BB3351,9,9,9,0,0,8,9,9
BB3352,9,5,9,0,0,3,7,9
BB3353,9,1,7,0,0,0,1,4
BB3355,9,7,3,0,0,5,9,6
BB3356,9,9,9,0,0,9,9,7
BB3357,9,9,6,0,0,9,9,5
BB3358,9,9,6,0,0,2,8,9
BB3359,9,6,5,0,0,3,7,7
BB3360,9,5,3,0,0,0,3,4
BB3362,9,0,4,0,0,0,6,9
BB3363,9,7,9,0,0,3,9,2
BB3364,9,9,4,0,0,5,1,2
BB3365,9,9,2,0,0,4,5,2
BB3366,9,3,3,0,0,0,8,6
BB3367,9,1,5,0,0,0,3,3
BB3368,9,0,0,0,0,0,2,7
BB3369,9,9,9,0,0,9,9,9
BB3370,9,9,9,0,0,9,9,9
BB3371,9,9,9,0,0,9,9,9
BB3372,9,5,9,0,0,0,5,9
BB3373,9,0,0,0,0,0,3,7
BB3374,5,0,0,0,0,0,5,0
BB3376,9,5,5,0,0,0,8,5
BB3377,9,9,9,0,0,5,9,9
BB3378,9,9,9,0,0,9,9,9
BB3379,9,5,9,0,0,0,5,9
BB3380,9,0,5,0,0,0,5,5
BB3381,5,0,0,0,0,0,5,0
BB3382,9,4,7,0,0,1,8,6
BB3383,9,9,9,0,0,9,9,9
BB3384,9,9,9,0,0,9,9,9
BB3385,9,5,4,0,0,5,9,9
BB3386,9,0,5,0,0,0,5,5
BB3387,9,0,0,0,0,0,5,5
BB3388,0,0,0,0,0,0,0,0
BB3389,0,0,0,0,0,0,0,0
BB3390,0,0,0,0,0,0,0,0
BB3391,0,0,0,0,0,0,0,0
BB3392,0,0,0,0,0,0,0,0
BB3393,0,0,0,0,0,0,0,0
BB3394,0,0,0,0,0,0,0,0
BB3395,0,0,0,0,0,0,0,0
BB3396,0,0,0,0,0,0,0,0
BB3397,0,0,0,0,0,0,0,0
BB3398,0,0,0,0,0,0,0,0
BB3399,0,0,0,0,0,0,0,0
BB3400,5,0,5,0,0,0,0,0
BB3401,9,9,9,0,0,7,9,9
BB3402,9,9,9,0,0,9,8,9
BB3403,9,9,9,0,0,9,9,9
BB3404,9,9,9,0,0,0,9,9
BB3405,9,0,4,0,0,0,0,9
BB3406,0,0,0,0,0,0,0,0
BB3407,9,0,0,0,0,0,5,5
BB3408,9,5,1,0,0,0,5,2
BB3409,9,9,9,0,0,9,9,9
BB3410,9,5,6,0,0,0,8,5
BB3411,9,0,9,0,0,0,5,5
BB3412,9,0,5,0,0,0,5,5
BB3413,9,0,0,0,0,0,5,5
BB3414,8,2,4,0,0,0,0,2
BB3415,9,9,9,0,0,9,9,9
BB3416,9,3,3,0,0,0,9,6
BB3417,9,4,7,0,0,0,3,6
BB3418,9,0,0,0,0,0,5,5
BB3419,9,9,9,0,0,7,8,9
BB3420,9,9,9,0,0,9,9,4
BB3421,9,9,9,0,0,8,6,9
BB3422,9,9,9,0,0,9,9,9
BB3423,9,3,9,0,0,0,0,8
BB3424,4,0,4,0,0,0,0,0
BB6000,7,0,0,0,0,0,0,7
BB6001,9,1,2,0,0,2,4,9
BB6002,9,3,2,0,0,2,0,9
BB6003,9,0,1,0,0,2,2,5
BB6004,2,0,0,0,0,0,0,2
BB6005,5,0,0,0,0,0,2,3
BB6006,8,0,0,0,0,0,0,8
BB6007,9,4,1,0,0,3,2,9
BB6008,9,0,1,0,0,3,8,9
BB6009,8,0,1,0,0,0,0,7
BB6010,9,3,0,0,0,0,3,4
BB6011,5,0,0,0,0,0,1,4
BB6012,9,0,0,0,0,9,6,4
BB6013,9,0,0,0,0,9,7,9
BB6014,9,0,0,0,0,9,8,9
BB6015,9,0,0,0,0,8,9,9
BB6016,5,0,0,0,0,4,0,1
BB6017,9,9,9,0,0,9,9,9
BB6018,9,4,2,0,0,4,3,8
BB6019,9,5,3,0,0,9,4,0
BB7002,9,9,9,0,0,9,9,9
BB7003,9,9,9,0,0,0,9,9
BB7004,9,9,9,0,0,0,9,9
BB7005,9,9,9,0,0,0,0,9
BB7006,9,1,0,0,0,0,0,9
BB7007,9,0,9,0,0,0,0,0
BB7012,9,4,4,0,0,0,9,9
BB7013,0,0,0,0,0,0,0,0
BB7014,9,1,9,0,0,0,0,0
BB7015,9,0,9,0,0,3,0,3
BB7016,9,2,9,0,0,9,3,9
BB7017,9,0,9,0,0,0,0,0
BB7022,9,0,9,0,0,0,4,1
BB7023,9,0,9,0,0,0,0,4
BB7024,9,0,9,0,0,0,0,0
BB7025,9,1,9,0,0,0,0,0
BB7026,9,0,9,0,0,0,0,7
BB7027,9,0,9,0,0,0,0,0
BB7032,9,9,9,0,0,0,9,9
BB7033,9,9,9,0,0,9,9,9
BB7034,9,9,9,0,0,9,3,9
BB7035,9,3,9,0,0,0,5,9
BB7036,9,9,9,0,0,9,9,9
BB7037,0,0,0,0,0,0,0,0
BB7042,9,9,9,0,0,2,9,1
BB7043,9,9,9,0,0,0,0,0
BB7044,9,0,9,0,0,0,0,0
BB7045,9,0,9,0,0,0,4,0
BB7046,9,6,9,0,0,9,0,6
BB7047,9,7,9,0,0,0,9,2
BB7052,9,9,9,0,0,6,9,9
BB7053,9,0,9,0,0,0,9,9
BB7054,9,1,6,0,0,8,9,9
BB7055,9,0,9,0,0,9,0,9
BB7056,9,9,9,0,0,9,9,9
BB7057,9,3,5,0,0,2,9,9
BB7062,9,9,9,0,0,9,9,0
BB7063,9,9,9,0,0,0,0,6
BB7064,9,5,4,0,0,0,9,0
BB7065,9,7,5,0,0,0,9,2
BB7066,9,1,0,0,0,6,9,4
BB7072,9,9,9,0,0,9,9,9
BB7073,9,9,9,0,0,8,9,9
BB7074,9,9,9,0,0,9,9,9
BB7075,9,3,9,0,0,9,0,0
BB7076,9,9,9,0,0,6,9,9
BB7077,9,9,9,0,0,9,7,9
BB7082,9,9,9,0,0,9,3,0
BB7083,9,9,9,0,0,1,9,0
BB7084,9,9,8,0,0,7,9,0
BB7085,9,9,6,0,0,4,1,7
BB7086,9,2,9,0,0,3,5,6
BB7092,9,2,9,0,0,0,9,9
BB7093,9,9,9,0,0,9,9,9
BB7094,9,9,9,0,0,9,9,9
BB7095,9,9,9,0,0,9,9,9
BB7096,9,9,9,0,0,9,9,9
BB7097,9,9,9,0,0,4,9,9
BB7102,9,0,9,0,0,0,9,8
BB7103,9,1,8,0,0,0,8,0
BB7104,9,1,0,0,0,0,0,9
BB7105,9,0,9,0,0,0,5,9
BB7106,9,5,9,0,0,0,1,9
BB7112,9,9,9,0,0,6,9,9
BB7113,9,9,1,0,0,0,9,9
BB7114,9,9,9,0,0,0,9,9
BB7115,9,9,9,0,0,0,9,9
BB7116,9,9,9,0,0,4,9,9
BB7117,9,9,9,0,0,0,9,6
BB7122,9,7,4,0,0,9,9,9
BB7123,9,5,9,0,0,9,9,9
BB7124,9,9,0,0,0,2,9,9
BB7125,9,0,9,0,0,9,9,9
BB7126,9,6,1,0,0,9,9,9
BB7127,9,9,4,0,0,0,0,9
BB7132,9,5,0,0,0,9,7,9
BB7133,9,6,9,0,0,1,9,9
BB7134,9,8,9,0,0,6,0,9
BB7135,9,8,6,0,0,7,6,6
BB7136,9,1,4,0,0,0,0,9
BB7142,9,1,9,0,0,0,4,6
BB7143,9,8,9,0,0,1,7,0
BB7144,9,3,9,0,0,4,3,0
BB7145,9,9,0,0,0,3,9,4
BB7146,9,8,9,0,0,3,4,1
BB7152,9,0,9,0,0,1,0,0
BB7153,9,0,9,0,0,0,0,0
BB7154,9,0,9,0,0,0,0,0
BB7155,9,0,9,0,0,0,0,0
BB7156,9,0,9,0,0,0,0,0
BB7157,9,1,9,0,0,1,7,0
BB7162,9,9,9,0,0,0,6,1
BB7163,9,9,9,0,0,4,9,9
BB7164,9,9,9,0,0,6,5,9
BB7165,9,9,9,0,0,6,9,9
BB7166,9,9,9,0,0,2,7,6
BB7167,9,2,9,0,0,0,7,9
BB7172,9,0,9,0,0,0,2,0
BB7173,9,3,9,0,0,0,8,0
BB7174,9,9,9,0,0,9,9,9
BB7175,9,9,9,0,0,9,9,2
BB7176,9,6,9,0,0,1,0,0
BB7177,9,2,7,0,0,0,6,0
BB7182,9,3,9,0,0,3,5,2
