BA0001,9,5,4,0,0,1,5,3
BA0002,9,6,1,0,0,2,2,3
BA0003,9,6,4,0,0,3,6,4
BA0004,9,3,2,0,0,2,8,1
BA0005,9,9,5,0,0,4,2,9
BA0006,9,9,2,0,0,7,5,7
BA0007,9,9,2,0,0,7,7,9
BA0008,9,9,4,0,0,2,3,9
BA0009,9,5,1,0,0,3,3,9
BA0010,9,7,2,0,0,3,4,9
BA0011,9,0,3,0,0,4,4,9
BA0012,9,3,1,0,0,2,2,9
BA0013,9,3,0,0,0,0,1,5
BA0014,9,9,4,0,0,2,7,4
BA0015,9,9,4,0,0,4,6,4
BA0016,9,9,6,0,0,4,9,5
BA0017,9,9,5,0,0,3,8,3
BA0018,9,9,6,0,0,6,9,5
BA0019,9,9,8,0,0,6,9,6
BA0020,9,9,3,0,0,5,9,5
BA0021,9,9,5,0,0,5,9,6
BA0022,9,9,4,0,0,4,8,4
BA0023,9,9,2,0,0,3,6,5
BA0024,9,9,3,0,0,3,4,4
BA0025,9,5,2,0,0,4,4,3
BA0026,1,1,0,0,0,0,0,0
BA0027,0,0,0,0,0,0,0,0
BA0028,0,0,0,0,0,0,0,0
BA0029,0,0,0,0,0,0,0,0
BA0030,0,0,0,0,0,0,0,0
BA0031,0,0,0,0,0,0,0,0
BA0032,0,0,0,0,0,0,0,0
BA0033,0,0,0,0,0,0,0,0
BA0034,0,0,0,0,0,0,0,0
BA0035,0,0,0,0,0,0,0,0
BA0036,0,0,0,0,0,0,0,0
BA0037,0,0,0,0,0,0,0,0
BA0038,2,0,0,0,0,0,0,2
BA0039,0,0,0,0,0,0,0,0
BA0040,9,7,2,0,0,2,6,2
BA0041,9,6,2,0,0,2,4,2
BA0042,9,9,4,0,0,1,6,2
BA0043,9,7,2,0,0,2,5,2
BA0044,9,9,3,0,0,3,9,5
BA0045,9,9,3,0,0,2,6,4
BA0046,9,9,4,0,0,3,9,4
BA0047,9,7,6,0,0,3,9,2
BA0048,9,9,2,0,0,2,8,3
BA0049,9,7,3,0,0,2,4,1
BA0050,9,7,1,0,0,3,3,2
BA0051,3,0,0,0,0,0,3,0
BA0052,7,4,1,0,0,0,1,1
BA0053,0,0,0,0,0,0,0,0
BA0054,0,0,0,0,0,0,0,0
BA0055,0,0,0,0,0,0,0,0
BA0056,0,0,0,0,0,0,0,0
BA0057,0,0,0,0,0,0,0,0
BA0058,0,0,0,0,0,0,0,0
BA0059,0,0,0,0,0,0,0,0
BA0060,6,6,0,0,0,0,0,0
BA0061,0,0,0,0,0,0,0,0
BA0062,0,0,0,0,0,0,0,0
BA0063,0,0,0,0,0,0,0,0
BA0064,0,0,0,0,0,0,0,0
BA0065,0,0,0,0,0,0,0,0
BA0066,9,9,3,0,0,2,6,4
BA0067,9,9,4,0,0,3,7,2
BA0068,9,9,5,0,0,4,8,3
BA0069,9,9,5,0,0,3,8,1
BA0070,9,9,8,0,0,3,4,2
BA0071,9,9,9,0,0,5,9,9
BA0072,9,9,9,0,0,9,9,6
BA0073,9,9,6,0,0,8,9,2
BA0074,9,9,5,0,0,2,9,3
BA0075,9,9,2,0,0,3,4,3
BA0076,9,9,2,0,0,3,3,1
BA0077,8,1,2,0,0,1,3,1
BA0078,0,0,0,0,0,0,0,0
BA0079,9,9,4,0,0,5,6,0
BA0080,9,9,4,0,0,5,7,0
BA0081,9,9,6,0,0,6,7,0
BA0082,9,9,6,0,0,3,9,2
BA0083,9,9,7,0,0,4,9,2
BA0084,9,9,9,0,0,5,9,6
BA0085,9,9,9,0,0,5,9,5
BA0086,9,9,8,0,0,2,9,3
BA0087,9,9,8,0,0,2,9,4
BA0088,9,9,3,0,0,2,4,3
BA0089,9,9,3,0,0,4,8,0
BA0090,9,9,4,0,0,2,4,2
BA0091,4,1,1,0,0,0,2,0
BA0092,0,0,0,0,0,0,0,0
BA0093,0,0,0,0,0,0,0,0
BA0094,0,0,0,0,0,0,0,0
BA0095,0,0,0,0,0,0,0,0
BA0096,0,0,0,0,0,0,0,0
BA0097,0,0,0,0,0,0,0,0
BA0098,0,0,0,0,0,0,0,0
BA0099,0,0,0,0,0,0,0,0
BA0100,0,0,0,0,0,0,0,0
BA0101,0,0,0,0,0,0,0,0
BA0102,0,0,0,0,0,0,0,0
BA0103,5,4,0,0,0,0,0,1
BA0104,0,0,0,0,0,0,0,0
BA0105,6,0,0,0,0,3,3,0
BA0106,4,0,0,0,0,3,1,0
BA0107,9,3,0,0,0,3,3,3
BA0108,9,3,0,0,0,5,2,3
BA0109,9,9,3,0,0,6,7,6
BA0110,9,4,0,0,0,6,8,5
BA0111,9,9,6,0,0,9,9,7
BA0112,9,5,6,0,0,7,9,6
BA0113,9,9,6,0,0,8,9,5
BA0114,9,4,0,0,0,5,6,5
BA0115,9,6,5,0,0,7,9,6
BA0116,9,0,0,0,0,5,8,5
BA0117,9,0,0,0,0,5,6,3
BA0118,5,0,0,0,0,2,3,0
BA0119,5,0,0,0,0,3,2,0
BA0120,9,3,0,0,0,3,3,3
BA0121,9,3,0,0,0,5,3,3
BA0122,9,9,5,0,0,6,8,6
BA0123,9,4,4,0,0,5,8,4
BA0124,9,6,4,0,0,9,9,5
BA0125,9,4,4,0,0,8,9,5
BA0126,9,9,3,0,0,6,9,4
BA0127,9,3,0,0,0,5,6,5
BA0128,9,6,5,0,0,8,9,6
BA0129,9,0,0,0,0,5,6,5
BA0130,9,0,0,0,0,5,5,3
BA0131,5,0,0,0,0,2,3,0
BA0132,4,0,0,0,0,2,2,0
BA0133,9,3,0,0,0,3,3,3
BA0134,9,3,0,0,0,4,3,3
BA0135,9,9,5,0,0,6,8,5
BA0136,9,4,3,0,0,5,8,6
BA0137,9,9,6,0,0,9,9,7
BA0138,9,5,5,0,0,6,9,6
BA0139,9,9,6,0,0,8,9,5
BA0140,9,5,0,0,0,4,5,5
BA0141,9,7,4,0,0,7,9,5
BA0142,9,0,0,0,0,5,8,4
BA0143,9,0,0,0,0,5,4,2
BA0144,5,0,0,0,0,2,3,0
BA0145,4,0,0,0,0,2,2,0
BA0146,9,2,0,0,0,3,2,3
BA0147,9,2,0,0,0,5,2,3
BA0148,9,8,3,0,0,6,8,6
BA0149,9,5,4,0,0,6,7,4
BA0150,9,9,4,0,0,9,9,7
BA0151,9,5,3,0,0,8,8,6
BA0152,9,9,4,0,0,6,8,6
BA0153,9,2,0,0,0,4,5,5
BA0154,9,5,3,0,0,8,9,3
BA0155,9,0,0,0,0,3,7,5
BA0156,9,0,0,0,0,4,6,4
BA0157,5,0,0,0,0,2,3,0
BA0158,3,1,0,0,0,2,0,0
BA0159,8,1,0,0,0,2,2,3
BA0160,9,1,0,0,0,4,2,3
BA0161,9,8,4,0,0,5,5,4
BA0162,9,6,4,0,0,4,6,5
BA0163,9,9,3,0,0,9,9,6
BA0164,9,0,5,0,0,8,9,6
BA0165,9,4,5,0,0,5,8,4
BA0166,9,0,0,0,0,4,2,3
BA0167,9,2,5,0,0,4,7,6
BA0168,9,1,0,0,0,3,6,5
BA0169,7,0,0,0,0,1,3,3
BA0170,4,0,0,0,0,2,2,0
BA0171,3,0,0,0,0,2,1,0
BA0172,8,2,0,0,0,2,2,2
BA0173,9,2,0,0,0,5,2,3
BA0174,9,8,5,0,0,5,7,5
BA0175,9,2,5,0,0,5,7,4
BA0176,9,5,6,0,0,9,9,6
BA0177,9,0,6,0,0,8,8,6
BA0178,9,7,6,0,0,8,9,5
BA0179,9,3,0,0,0,2,2,5
BA0180,9,3,5,0,0,8,9,5
BA0181,9,0,0,0,0,1,7,5
BA0182,9,0,0,0,0,1,6,4
BA0183,5,0,0,0,0,2,3,0
BA0184,4,0,0,0,0,2,2,0
BA0185,7,1,0,0,0,2,1,3
BA0186,9,1,0,0,0,5,3,2
BA0187,9,6,4,0,0,3,8,4
BA0188,9,1,5,0,0,4,6,6
BA0189,9,8,3,0,0,6,8,7
BA0190,9,1,6,0,0,6,8,4
BA0191,9,6,6,0,0,8,9,5
BA0192,9,3,0,0,0,1,4,4
BA0193,9,3,6,0,0,6,8,4
BA0194,9,0,0,0,0,2,4,5
BA0195,9,1,0,0,0,1,5,4
BA0196,5,0,0,0,0,2,3,0
BA0197,4,0,0,0,0,2,2,0
BA0198,9,2,0,0,0,3,3,3
BA0199,9,2,0,0,0,4,2,3
BA0200,9,9,4,0,0,4,8,6
BA0201,9,2,0,0,0,5,8,5
BA0202,9,9,6,0,0,9,9,5
BA0203,9,2,6,0,0,7,9,6
BA0204,9,8,6,0,0,5,9,6
BA0205,9,3,0,0,0,3,2,3
BA0206,9,2,2,0,0,4,9,6
BA0207,9,1,0,0,0,3,2,5
BA0208,9,0,0,0,0,1,4,4
BA0209,5,0,0,0,0,3,2,0
BA0210,5,0,0,0,0,3,2,0
BA0211,9,3,0,0,0,3,3,3
BA0212,9,2,0,0,0,5,3,3
BA0213,9,9,5,0,0,6,8,6
BA0214,9,5,4,0,0,6,8,6
BA0215,9,9,4,0,0,9,9,7
BA0216,9,6,5,0,0,8,9,6
BA0217,9,9,5,0,0,8,9,0
BA0218,9,3,0,0,0,5,6,0
BA0219,9,5,4,0,0,8,9,2
BA0220,9,0,0,0,0,5,8,0
BA0221,9,0,0,0,0,5,6,0
BA0222,9,9,9,0,0,9,9,9
BA0223,9,9,9,0,0,9,9,9
BA0224,9,9,9,0,0,9,9,9
BA0225,9,9,9,0,0,9,9,9
BB1002,0,0,0,0,0,0,0,0
BB1003,0,0,0,0,0,0,0,0
BB1004,0,0,0,0,0,0,0,0
BB1005,0,0,0,0,0,0,0,0
BB1006,0,0,0,0,0,0,0,0
BB1012,0,0,0,0,0,0,0,0
BB1013,0,0,0,0,0,0,0,0
BB1014,0,0,0,0,0,0,0,0
BB1022,0,0,0,0,0,0,0,0
BB1023,0,0,0,0,0,0,0,0
BB1024,0,0,0,0,0,0,0,0
BB1025,0,0,0,0,0,0,0,0
BB1026,0,0,0,0,0,0,0,0
BB1032,0,0,0,0,0,0,0,0
BB1033,0,0,0,0,0,0,0,0
BB1034,0,0,0,0,0,0,0,0
BB1041,0,0,0,0,0,0,0,0
BB1042,0,0,0,0,0,0,0,0
